text	sentiment_score
I don't know if that's factual or not. So I'm going to have to back it up with a second source, and of course. It's the only thing those rumors really successfully did was raise the bar to an unobtainable level for the enhancing these Lindor Terry Scott sessions. So now anything that's not a complete highway robbery by the tribe, which the rumors that were out there. Absolutely were you and I have talked in this podcast that we don't know if the Dodgers straight up would do Lindor for Lux and if that was presented to you or I I think I would very strongly consider accepting that offer if I'm the Indians. Yet the offer was Luxe plus six other seven other nine other guys that were really really talented. So and in really nice lot money, of course and really didn't pass the smell test, but it did make for a fun at least 20 minutes or so of taunting you and whether or not I was actually being factual or not because I sent you the tweet and the Tweet went along with the build antonetti a statue Now text which if you receive both you Have understood my sarcasm, but when you didn't get the Tweet part of the text because you're in the air you only got the text message. So then that's initially all you get and then what I what I sent back was another picture. I think I screenshot of the tweet and try to send it to you that way but that also didn't go through and then I said something else which could have been interpreted as they just made this fantastic trade. So I am glad that I at least cause you at least some mild Panic while you're in there.	0.0
So you'll want to do those bare minimums in the kitchen, but some days you only have a few dishes to do.	1.0
All right, very good good update and I guess we'll chat more say january-february once we're up and rolling again and got a few races. His plan.	1.0
I was only 12 and I just remember that's when it happened for me to 12. Yeah. Yeah because I used to be a casual Roman Catholic. Very passionate about God though. I always really felt I always talk about these like bedside moments that I had when I I was a little girl and I really felt a connection to the spiritual and to the Beyond. Yeah, and it wasn't until I was 12 that I went to this Born Again Church. That was Evangelical and you know now looking back I believe that's when I got really messed up and some really toxic thinking and toxic beliefs and fear fear fear fear.	1.0
Ali and I say have something nice to say about Valentina for once she's gone. She got eliminated. No, but like I like the metaphor of that like Miss Universe is very fake great pasta key, so I got that from that. So that's why I was here for it and she looked when she could have just came as herself.	1.0
They would agree that clearly. I mean we have too much of going lately too much of government intervention everywhere. The results are very bad. If you look at it from the point of view of the actual performance of the system to which they to be by academic. Education that economic growth income and wealth distribution as as far as the economy is concerned all these they always screw up right? So you need less of this the problem if you want to turn it back is that it's really it's It's much more difficult than adding a little bit of it to the existing system existing system. So if you have the current system and you have it more government involvement in education, so on a little more that's not a big shake-up for the whole system. It just makes it paralyzed that it a little bit more if you increase taxes a little bit more that's not a big shake-up. So it just makes it marginally more difficult unless you try to turn. Back, we got a problem, especially in the economy. We got a big problem because the economy is so fragile because it is sort of become a Dead junkie but under the influence of monetary interventions in particular. So if you scale back a little bit of this Q fragile eyes and migrate the bankruptcy of certain elements of the economy at this might entail snowboarding effects that have the potential of going on. On all the rest of the economy with that so it's not easy to go. The other direction of I tend to think that as the rule you should think big as you guys are doing apparently because you're raising a big question and you should not be afraid of considering a complete overhaul just cutting a bit from under-20 something like this. I mean certainly the case of money and government spending in the economy. It's on this concert. I think that's definitely a really realistic option.	0.0
Yeah. Yeah, beautiful mate.	1.0
Wait, say it again be a teenager for never experienced like your childhood and teenage years. So basically come into the world at 18 with no experience, but still, you know, the maturity of an 18 year old.	0.0
Whoa. The first one was the funniest.	1.0
So I'm allowing myself to record it again and see how it goes. So yeah, I I wanted to talk a little bit about friendship. You know, I am really selective about who I spend time with because you know, like I've been in recovery now from my eating disorder and like pretty much sober for about 8 months which is less than a human gestation period and it's still really new and it Really new and it takes a lot of work. And so I kind of treat myself with gentleness and acknowledge how much mental real estate this is occupying. It really beats being fully in the disease or in relapse, but you know, I do treat myself. not carefully or gingerly or with kid gloves or anything just with like, you know, just a little more tenderness than I have historically and so yeah, like I might not see a lot of people really often like I shared earlier about how I manage my day and how I only really take on two large chunks of activity a day because any more than that and I just get really anxious and	0.0
Jakob good cocktails what that thing's good. Like it's a great term because that is everybody likes a good cocktail wiener. Nobody's picking a fucking little Dijon now. Yes, I am everybody fucking lightning like Sheldon like shrimp and Jello like in the Fucking lunatic. What are you even talking about?	1.0
Is that every time I buy a package, this is a Frugal tip for you. Every time I buy a package of celery there's a the type of celery I get are not the ones that are already like conveniently cut up.	1.0
You're welcome.	1.0
Yeah. Yeah, but I'm saying like that's that's a few and look at TV Dude TV. Is also like all these Netflix deals that are all these twitch deals that you can stream certain shows on Amazon. That's like the next level because people want to be the content, you know, and I think just viewing the content isn't enough for our brains now just passively watching something you everyone wants to participate in it and Twitches like gaming is the ultimate medium. That's right because it's like a sub entertainment now, you know, it's like weird. It's like you it's chat is responsible for Providing a good stream in some ways. You know, it's like hey, it's a very strange phenomenon was he just did he talk about Twitch in that book or know? So I mean he taught he basically it's a really good book. I suggest everyone reads it but he basically talked about the emergence of like modern entertainment and the sense of like The Simpsons being the one to break the ground basically completely breaking the fourth wall inviting people to participate almost in the sense of like like this is ironic. I'm going to make fun of things in a very ironic way and You know it as an advice like as someone who's smart and pays attention like you can participate in that because only you understand this for reference. And then in the same same stance like Twitches in the live entertainment is the same way like you can under you are able to watch this at this present moment and can participate in it. So he's saying that basically his product prediction is that people will get more and more involved in the content that they consume until it becomes extremely homogeneous, you know. Yeah, it like breaks down the relationship of An audience number until everyone is up on the podium together. You know.	1.0
This week. No, I don't remember this week. I see I am such a fan of the more rumors the better because I can process it. I can I can sift through them and take away from what is reality and what maybe fiction and what is just being put out there and what actually has legs. So if anyone wants to go through the ESPN trade machine and fire up some fake trade that they came up with. I love it. I want to digest it. I just Love trade discussion. I love thinking about what players are worth and rumors are fun. So incarcerated Bob whether he's on he's nailing a rumor or completely off base. I love it. Nonetheless. So nobody can we also say I mean, I've seen the train he had that he had the Swisher news back in 2013, man. Marries Bushman. He's got the receipts.	0.0
Demeaning.	0.0
I mean those people I mean they were always crazy. I mean remember when Studios got busted for hacking Pole or I think that that was funny.	0.0
Oh, wow, you know, I guess that because you usually work in fucking Yeah, yeah because he didn't say something under his breath today and said what do you say? Yeah when I'm upset, I don't know it wasn't about me being unemployed. It was about me being a failure when I was leaving. Yeah, J and M K 102 says the morning routine before working school is painful chaos, which really does sum it up. Mrs. Underscore gutful morning. Wake up routine because get out of bed for fuckity fuck sake I have to go to work. That's the other thing.	0.0
Jason Garrett, it sucks. I'm 50/50. I've always been 5050 with Garrett because you know, I'm a big believer like, you know team sort of take on the attitude of their head coaches, right and and you just has that sort of feeling Jason Garrett now don't he's one of the nicest human beings.	1.0
Anyways, like it was wicked random. So we again the Uber we're on the way. I remember we were like jamming to like Kanye. He's like new life of Pablo album came out. I was like feeling myself young listening to famous and it was just we are thriving and so then we get there and we wait in line and in line she was like, are you gonna go? When if if I don't get in and vice versa and I was like, well I'm going in like it's her birthday. Yeah, and she was like, you're gonna leave me and I was like, well, I don't know like let's just see if we get in I get in she hasn't. Yeah, he doesn't knock it in I well let's talk to the thing is is my boyfriend went in first because I didn't want him to be involved with like time. Yeah. I didn't want him to be involved and we didn't want to be involved with like The under-21 bullshit right? Because like it's just not cool. And so I was like you go in like get whatever get your coat checked and do you it's the dead of winter. I'm in like a strapless jumpsuit and last time he high heel in Turin is you kind of Wonder I'm isn't though. Like, I don't know. I'm literally walk home. You're like frostbite. You've walked 20 miles and you're just like and you wake up like purple and you don't feel anything like hi. Good morning. Hello. No, so he goes in I go in I turn around she's denied but I'm in okay. So I was and I got in I was like girl didn't I was like, I'm sorry, so she standing out there and I was like, I'll call you an Uber. I had it connected to my Dad's credit card at the time and I was like, I'll call you an Uber and she was like, I don't want an Uber I want to get in and I said well, I don't really know there's nothing I can do so, I don't know how long she stood. Out there, but I went in. It was the year of being a selfless bit like selfish bitch. I just wanted to get him on all you did when you weren't 21. All you wanted to do is get in like you're gonna leave your friends, but it's like hard to even think. I mean, I'm only 20 years but it's so hard to think about when I wasn't 21. Yay. I like don't because you literally had to like fight to get into places or even like pay them. I give them like throw my like, I remember Haley like let me use her. I think it was Haley. Yeah someone let me use their ID one time. Thank God it's it's stressful. Yeah, you got any of like makes it more fun accomplish this massive feat. So like I'm not turning around. Also, I was wasted so like sorry, but then I see a couple of friends from home. I know my friend won't mind if I shut like shout him out his friend. His name is Devon. He he came in he visited he's a Ellie stop eating the bed. All right. We met we need to sell your bed. Yeah, we need to do a lot of things. We need to train her Ellie. Don't lay on the phone. Okay, so she'll lay right here. She'll hang out all that her belly. So then I take photos with him. He was living in San Francisco at the time. He he's a flight attendant for I think United. Yeah United and so, you know, I was just so happy to see him. I was so happy to be with my friends. I was so excited. And I got completely wasted like Beyond life my boyfriend at the time went to the bathroom. He was gone for maybe three minutes. Like I don't really know he could have been gone longer and I just thought he like I don't know what happened. I thought he was gone for hours. He wasn't though and he was like Andrea. I literally just went to the bathroom. It's time to go home. It was like 1:30 in the morning Nicki Minaj was playing. People were twerking. It was just getting wild and people weren't working. I know and I never I never learned how to twerk. Like I'm either I like tried, but which is Barren because I've been like a dancer and cheerleader. I should know how to do that. But I should have Kaylee come on in like give an example or like give up a step by side Kaylee green. She teaches teachers teach you how to twerk. I need that I've other friends I can talk to and I just like can't like, you know what that's actually a lie. I use when twerking was for a school. I definitely get to work and now I'd like got old and I can't anymore. I'm just if I break a hip same so hey, I'll I'll finish my story so real quickly. So Taylor can get onto hers, but we leave we're in an Uber I of course get the spins. I don't really remember why but I was like, I'm gonna fucking puke and so then we get out of the car. We're on Comm Ave for like by bu I get out of the car my ex gets out of the car and he's like bitch. What the fuck and he's horrified Ellie. Does he growl at you know, she was trying to play you were trying to play. It's okay baby, and she and I rip off my seven-inch heels like stilettos like it was not a drill. I pulled him off like they weren't going back on then. There and he the minute he saw my heels coming off. He was like God damn it. She's down for the count like eventually, you know, we call multiple Ubers multiple cabs. They won't let us in because I'm blind different and being probably psychotic and cops show up and they're like, hey, what are you guys doing? And I don't know why this is the first thing my underage self decided to say, but I was like, I'm not	0.0
Yeah, I do. I mean you got a lot more living to do anyway, so you're like to get five more cats, but honestly,	1.0
Have you seen the cats trailer is Tom have you it's like an absolute Abomination I can use this movie for it's like a parody doesn't make any sense. It's like as if someone made a movie within a movie that was supposed like it's like yeah, like it's like you're watching a movie like here's the shitty movie Hollywood made and they showed a clip from cat. Should be like in Tropic Thunder like one of those movies is the stupidest thing. Yeah, it looks like I don't even understand it. I don't understand. Why is the first CGI? Why can't they just wear cat bodysuits? Like on the the stage play? I don't fucking understand when I was a kid. I went to that.	0.0
Okay. Why amen he just likes using the ends with the little squiggly. I mean, are you are you offering me pussy?	1.0
Yeah. Allotted to deal with that with that age, right?	1.0
No, I agree. He's just really Limited in the coverage and it's one of those things where Taylor rap is a player where you're taking a high floor with a not much higher. Doing so it kind of depends on what you're looking for. Yeah, you're right. He would kind of solidify the position and he wouldn't be bad but he wouldn't be amazing. It would just be solid and I guess that's worth something but that's not what I'm looking for here. This offense needs Playmakers specifically, I would love Deonte Thompson here. I think that that's a good pick I wouldn't be upset at they took Deonte Thompson 44. I think it's great value specifically considering what he does. He's got legitimate concerns about some of the facts facets of his game one Thornhill. Would be a fantastic selection here as well. He's also got legitimate concerns, but I think that he's going to be a solid selection, but I'm looking at Marquis Brown. I know that I know that he does not fit their traditional receiver, but I do think that that could change a little bit this year with Matt LaFleur the home it's tough to get on board with Marquis Brown because of the lisfranc injury and just how small he is but Man, when you turn on the tape, he is electric and it's just so much fun to watch and to think about what he would provide this not only does offense, but the Special Teams unit Depot Samuel is a close second in that department. He didn't he could just do so many different things and Kelvin Harmon is just solid, you know, you're getting a good receiver of Kelvin Harmon. So I'm good with any any of those five.	1.0
He's awesome. And he's a real ability though. If it is something that he's really showing off a little bit more this year some of the haters and he's got a couple of them this year. We very rarely get what balls into the box I deliver.	1.0
This week daylight savings has been kicking our butts. So we have had a lot of just morning meltdowns this week of really like we had I don't know if Elise was ever like this but we have had he doesn't like to wear socks because I don't like to wear socks. Yeah, it's a sensory thing, but I also don't like to wear socks and I don't I don't I don't promote socks in the summer and she always wears like natives usually don't wear socks because they're perforated and my mom gets so mad at me because she thinks that their room Her heels anyway off topic there. Um, but it's the other day. She came out with a summer dress on and it was strawberries all over it. She's like I'm wearing this to school and I'm like, well, how do you want? It's like 20 degrees outside. Yeah, we got to wear tights we get tights on her and then it was just like the World War 3 with the seam in the thing in the boot and the we couldn't make it work. So finally like she's like in the living room no clothes on. She's like, I'm not going to school today. This is Aeolus and I'm like, well, you have to go to school one. So then we're trying to be logical. I'm like, well you like to go down the flagpole at school. So if you don't wear tights you have to your legs gonna get really cold on the flagpole. Yeah, and you can get hurt like you could get frostbite or something. So what finally be like agreed to pants and a shirt but it's like whoo buddy, like the sock thing is a challenge for us right now. So today I Center in glit like some glittery looking Ugg boots. What does it we don't have to wear socks because they're furry on the inside. So compromised. Yes, that's good. Gravy, how about you?	0.0
All right. Thank you very much.	1.0
My boss didn't seem to mind though, but I think that in my profession, they're a little bit more chill about that stuff.	1.0
These are no mixing Fabrics. Like they are very specific things.	1.0
No, never no not until they change ownership.	0.0
Like that's where a lot of my anxiety comes from.	0.0
No, this is Patrick.	0.0
It's really a blast. So I would love to have you here cat. Of course you already being here you already grow our culture like you you when were when were you got here?	1.0
He just any little bruise on my body. He's like, oh my God, let me get you ice. Like just the nicest person, you know, like sweet and being that that was my first tour. It was just so blown away like the way he was taking care of not just his cast but like people behind the scenes as well.	1.0
So those are just some thoughts there and another fun idea for a living area at one of my houses. I did not have very much counter space. So I set up a coffee station in the formal dining room, which was perfect because in that house when you first walked in your in a foyer area with a piano in a bookcase, that's when my kids would make a mess with the bookcase, but I hadn't really thought that through and it looked nice there.	0.0
They tell you who you're trying to become and ultimately those things that you let monopolize your mind will become you. So if somebody else is holding the pen if somebody else is forcing you to write something that doesn't make you feel alive. That is a life lost.	0.0
Can you can leave I guess I guess you can just walk out the door. And then I think do you say POG in real life?	1.0
I can't do it order. That's re-record. So many cool Starcraft Star Wars things and vloggers.	0.0
That was like gross.	0.0
If not, no worries keep plugging away at it, but it might be time to just lightly check your other bathroom.	1.0
I love that number to yeah, and that's the talking about being like flexible flexible and like nimble. That's what they talked about and Cat Burns knocked it out of the park with that. Yeah. Do you wind up helping Pasha at all with Tom's his numbers with Kate?	1.0
I want I've Aroma or PSV not in the next round. You want not because of the team. I just want to go even them a bit later.	1.0
So clean out that refrigerator if you have time wiping down walls. Maybe you have a sliding glass door. In your kitchen area like I do I like to clean that inside and out when I'm ahead and my kitchen and I have time to go a little bit deeper just look around and see what needs to be done. Do you have clutter on top of your refrigerator or on top of your cabinets that you need to go through or relocate?	1.0
So, you know those things might all go in together if it's a small amount of dishes, but if it's if it's a large amount then I might have a whole load of just glasses and silverware a whole sink load and I will then use either a dish wand with a sponge on the end of it or a sponge or even a dishrag.	1.0
Keep your friend of the friend of the podcast and I'll I would say	1.0
I do I do. That's fucking disgusting dude. You are yeah.	1.0
But where I was going with something more specific which is how does retailer 103 benefit from the hundred to retailers that you already have. You've got all this data around these audio. What's that company's name? Jjolbodyo. Jjolbodyo is customers, right, you know the names of the customers, you know, their purchase frequency, you know their usage frequency. And so if you get the third Audio company signing on to sandbox, can we cross marker two different customer bases? Can we say? And across different an economist lie, and and that's where I think it becomes really defensible and really valuable is if we can if we can say to the thousandth customer you benefit from the 999 other customers that already signed on the network effect of the data and the but the ability to provide even our existing retailers with automated information about the data, you know on a recurring basis, huh? But it's Daniels vision of the of the network effect is	1.0
Absolutely. Yeah, like we live in this culture that prioritises and validates thinness over any other measure as as far as indicating your moral character and also your health status when really the two are are not as connected as we think and I think you put that so well lie out like I think We all know someone who's just naturally thin and eats whatever they want and never go like your sister could look like that.	1.0
Why? Nope? That's all we have time for. We'll find out part 9.	1.0
I don't know. I mean, yeah, it seemed wonderfully definitely something did happen.	1.0
So I think I thought about this one and that there's two things that I want to say is that the first one is mine. I did touch on it before but when I was going through a by period in my business having to look at different income streams for staging so I created my packages and my style to stay service. So that was the first one and the second one and I think backup touched on this in her interview was that I had these staged a property and owner came back and said we had left scuffs all up and down the hall. We didn't and he never came back to me about it, but it was putting in a process of actually photographing the property before we even put Furniture into it so that we have evidence of anything that could go wrong afterwards. Yeah, that's it.	0.0
Oh, I was just going to ask you to like, what do you think about Titans? I know that they had in there like a some in their file. Files they had tried it and they said it didn't work. But but it always keeps getting Revisited on the internet the people like what if it's like the end game where they drop Titans or something like what's your perspective on it?	1.0
Let's talk to get it anyone.	1.0
Yeah, this is almost as perfect as it gets and I can almost guarantee. There's going to be craziness on draft night and only Brian gudykunst in his team know who they're looking at and what they're looking for particularly and all we can do is sit here and speculate based off the team needs, but it's fairly how it goes, isn't it? So I can't wait for the draft personally, but if they at they ended up with this kind of Hall addressing so many positions with the value that we got and want Thornhill Debo Samuel Noah fans. I'd be over the moon and I great also folks.	1.0
that this is the Christmas episode is not the Christmas episode is gonna be next week where we talk about shopping and stuff.	1.0
So Castile o9 says clipping toenails and fingernails.	1.0
Ya. So you simply visit our website you enter some basic information. We use your existing e-commerce platforms API. To pull in your data and then why don't you show us the product?	0.0
I'm talking just the cheap celery that's still kind of, you know, all together.	0.0
We have our special guest is you might see his stuff on RuPaul's Drag Race. He is Manila Luzon is official designer and his name is Ray Ortiz. So he'll be in the playhouse with us next.	1.0
I feel so uncomfortable when my parents would like. Hey, I'm going to chaperone. Dancing. No, it's already awkward enough as it is.	0.0
Yeah, but going back to learning. I mean you talk about I mean not only did I learn a lot at that place Dave is one of the most excellent mentors in the world and he is incredible. He is incredible and not only did he help me kind of funnel all of those thoughts and and all of those positions That I've done in the past where I've been editing producing, you know, directing all this crap. I shouldn't say oh crap, you know all these Crepes fine. I'm fine with grab it but I you know all these positions where I was producing directing and editing and running the camera. He helped funnel down, you know your egos Drew. You're a DP he goes, you're so good at lighting. Thank you. Kevin Hudson. You're so good at lighting and you're so good at shooting and I'm like at the time I'm like, yeah. I know. I know dude, whatever like it's fine.	1.0
Yeah, first experience giving a class or giving a writing a workout and executing it in a class setting and this is still at your home in your backyard.	1.0
Yes, that one.	1.0
Club meets.	1.0
That's maybe that's why I was totally biased towards doll me to level so she was less annoying. Yeah.	1.0
That's my bad.	0.0
Yeah. That's that is so cheesy, but I kind of love it is nice charm to it.	1.0
Right but we really have almost a two months of forth and back emails and hundreds of names.	1.0
So I think this is this could be a conspiracy to drive us towards electric cars. But but in any case it's happening, so you're absolutely right, but I was very interested in you are getting a sedan chair carried by greater tunberg. That's just me. Me but I was interested in your comment that you said you think silver is possibly better than gold with regard to and why is that the purchasing power of God is always been so high for a whole year.	1.0
Now. I feel like I think it do you agree that the the the there's it feels like there's more cheaters and matchmaking right now. Yeah. Oh for sure.	1.0
And now up on the way to the games?	1.0
At times need to be wiped down more frequently than just areas that maybe need to be dusted weekly.	1.0
It will go to your local Ralph's are safe way. It's cheap. I think it's cheaper. Oh, maybe I'm just spending a lot of money on this shit and I don't even know well should start reading labels.	0.0
Yeah, just maybe Shield.	1.0
I do remember you said that remember when you didn't think that we were going to have enough material for two episodes and your fucking face.	0.0
There's	1.0
Discuss anything other than running we do you mean running is a big topic of conversation and I'm sorry, we do believe it or not do other things and have all that interested, you know for sure running is a passion for both of us and we do talk about a garage sale. Yeah, we've a savings of little bit differently. Sometimes other people I think laid back about this square is called can be very focused which is fantastic. It's kind of its. Yeah great. However, he could have a Golf and just put it out there. Whereas if I have a goal a bit more guarded about it. I'm not ready to put it out there that is just to put it out there and he'll achieve it. Yeah, he's a great brother. Yeah, he's definitely a good runner. I'm sure private you are so I want you to run through all of your races this year because just What kind of rice no with you but of wrong with you, it was run different events at the same main event and it would appear that I've taken weekends off and you've raced every weekend that's it seems to me so it seems like a year of writing. Well not quite every weekend. But yeah, I'm not a fan of taking time off. I just do as I said things. The fall off when I do that, but I did tell her we're in my life in February this year. I did the I do that with Carl and I did the Brisbane Valley real Colonel Marlowe this year, which I did last year and last year and I actually collapsed a few hundred meters from the finish it my body went into shock, but I've made it I made it to the end with 20 minutes to spare. So I made it I think. 29 hours 40 minutes and this year I finished third third be mailing or just over 21 hours. So I learned a lot from that from last year. I was going to climb so high this year, but it got cancelled. So I did my own bun a high of 50 around being on the same day. So if quote century and soon at your Mantra and a couple of other smaller ones as well, I've done the see that we were traveling series most of that this year and yeah. So you've done about a thousand cases of racing? Is here I'm not good at maths if you say so actually and it's about I think it's a lot. It's a lot of racing. Yeah in strawberryland stronger, but really to make it easier to get my runs on to run down under and love on the weekend just popped over 5,000 cases for the year. Oh, wow.	1.0
Jumpers is produced by gimlet and brought to you by good nights. Welcome back to Chompers. Your twice-daily newly automated toothbrushing show. I'm Chomper bot your Robo host for the week start brushing on one side of the top of your mouth pick a side and make tiny circles around each tooth. Three, two one. It's coding week on Chompers. And tonight. We have some more riddles Rachel wrote to describe things. You can make with code ready for your first one.	1.0
Yeah. Well, I'm going to say this I take back everything I said if Ali likes it I must be saying it wrong. Next up is Mona and I will accept that Ali is right and I am I love that we have to that's what makes this conversation. So interesting. You know, I love it. I'm sitting in the middle of all of it.	1.0
I don't know something Baker to make are not I feel like the bananas. I got Chiquita. Banana. Yeah. Well the bananas with Manila meet leaders have like return them to her. Had most of them because they're missing on the back and they were in manila's basket on top and so they will share my banana bananas.	0.0
Tyrone oh, yeah, I got something this is for things I have now is Erika white name or Mexican team? Like I mean, it's in general like it can be any mistake but like preference you mean like sounding like it sounds more like a white name. Yeah, somebody's told me that pie over two. Yeah, this is saying aye I've been to class with Eric. It's great. And this one person's like yeah advisory will not get into that subject. Eighth grade was terrible year for me and Jenna was the best year cut. I mean It was decent. It was better than Escalante in my opinion. But like that's only because I with her for a year. I'm just saying this better than Texas. we Bend our like once I went to Mexico, I had it I to go to freakin school because my dad's like yeah, they got better jobs as like, yeah, but they're fucking fat debts dead-ass like this, like kids would take my fucking food because I would be full they so I just take food from the fat boy. that's basically what We're looking out for you, man.	1.0
Yeah, sometimes I'll read the like really mean comments from Christians and I'll just comment back and just be like do you think like you said that out of love like it was that really a loving thing to say like it just it doesn't mean McColl its righteous judgment and I have every right.	0.0
But yeah, and they had a really cool Studio great opportunities there with meeting people. People I had people coming in all the time. That was the first time I got to work on like a large set. I work with like Danny Trejo and I got to get my hands on expensive Hollywood equipment. I think, you know the guys I met there that have been there for a long time in the grip house. They did like Dumb and Dumber and Matilda and The Sandlot all these really cool movies and it was just it was fun to like set around the lunch table and listen to these stories from these grips, you know, and totally and awesome. Yeah again mentoring right so I didn't still think in the back of my head. I didn't learn a lot in college, but now I'm still learning right I was able to take the knowledge from that country. And Redman and apply it to forward I was able to apply forward and keep pushing forward. So I walk in and getting one day get this I'm there for maybe eight months and a show canceled from show time that we were doing a lot of work on remember the show was yes blood and oil. So we were we had just invested I say we but the owner had just invested a lot of money into these huge Airy lights like Sky panel not Sky panels the way bigger than that. They're like do their you could like fit inside of them. They're the biggest Lights I've ever seen they create they create like Son basic, right and he bought three of them and I guess the invested all his money into those. They're still doing great right now. Redmond is basically long story short. That was they didn't have money to pay us anymore. So guess what head on the chopping block number to yank?	1.0
You getting all serious again, you know what? I actually have to book an appointment.	1.0
They're expensive and they're not like a mini baby bells.	0.0
Well, I would have had a child. It wouldn't have been you. Yeah, I've been somebody else. I would've been better off. All right, um next week that week does that To the next question.	0.0
Isn't that funny you think like oh Dancing with the Stars or world of dances The Source, but no, it's Lauren Adams directed this video that went viral, you know, I believable. So Cara thanked you for that question because yeah, obviously it came right back around.	1.0
Well, you know where the clothes probably are still in the fucking Dryer no.	0.0
All right. Look, I'm we're down to just the rapid fire questions. I've got a few here. I do tend to Take longer than I want to but takers as quick or as long as you need for these questions and I will try not to interrupt or drawn out any longer than it needs to. Alright. So the first one is how has a failure or an apparent failure at the time set you up for a later success.	1.0
Yeah, and I think everyone would agree.	1.0
It just happens.	1.0
We're actually like back to the news. So we're going shopping later. And I feel like this is what we always do. We like go shopping and then we always end up somewhere to like buy lingerie. I love buying lingerie. It's the funnest thing to shop for and I need some new things. Yeah, because I just want to see how I look in it in like a picture, you know, right? Like that's why I buy lingerie like the number of people who have actually seen me in lingerie is low it in yellow. That's at Best but I've seen myself in them all and they're like some of the best pictures I mean one time you answered the door and lingerie and it wasn't. Oh no the person you thought it was. Oh no. So one time I was having a guest at our home and when they would like come on the porch the light would come on, so I'm in our kitchen and like I think I had on like some laundry, but I have like a little sweater. Over it that I could just like easily like open and I like comes on my God. He's here opening the door. So excited not him one of our other like friend of a friends who like is a little like shy and awkward. Going to the third floor going to the third floor of like our home and yeah, he got himself a knife all for thing.	1.0
I don't feel I know for a fact.	1.0
That's true for Snapchat technically either. Yeah, that's probably what it be. Seeing many people.	1.0
Yeah, honestly because he saved episode of my opinion moving on from that.	1.0
I know she's petitioners that is that three weeks in a row with a wolf Federally or did we miss a week diet diet? Yeah - anyway, nobody likes shots fuck shots.	0.0
If you do not have the right technique you're going to eventually pick something up and yeah break your body eventually, right? So that's the first thing I've noticed there's like how they segmented the skill.	0.0
Yeah, that's right. It's a boy of show.	1.0
Why do I love them so much.	1.0
What about it when your kids in between age when you gotta bring the street? Yeah. No the kid, but sometimes that's a lifesaver though, but if you like because you know, they don't whine and you're not going to carry them but you gotta like carry that piece of gear.	1.0
Wait, you don't do that because the movies for those No, Sleep puppet shows. Yeah nice, but working with a team.	1.0
We'll see you in in like five minutes in the Next Room. Yeah, I'm one two, three Jackie B. You can find me at 1 2 3 Jacobi on all platforms.	1.0
Oh never. Oh, okay. Tardy. I didn't get enough tardies to get me to the principal's office.	0.0
You know, you're a boomer. You're like the opposite of a boomer in Disguise, but a manner Look like you're growing then you put on the beard. It's but you're you're you look like you're young. But then you were Boomer then you put on the beard to pretend like you were trying to look older when you're actually a boomer in the first place. You know what I mean? No, people are thrown completely off the scent and then you start running around saying Kappa Noone said Kappa says 2016 asshole cap these a cap. No. No, what does that even mean?	0.0
You think in World of Dance and dancing with the stars and it was intimidating to like knowing how many important people everyone was important there.	0.0
Yeah, you know, so like just try to deliver your absolute personal best and and I'm sure like people will see it. So but I'm very grateful for the discipline that taught me for sure.	1.0
- I'm sure he was trying to stir drama to the show desert to be can't and I called it at the very beginning. I was like this is not going to everybody so sorry, we lost connection for a bit.	0.0
I think it Obviously took it away at to go ladies disappointed but I think because a point qualified US yeah don't think it really that didn't really take much away from it. People aren't I wasn't I was dozing that way they do that. So yeah, I think yeah, I got a good side though.	0.0
My experience to you know, bring the real someone in who's not engaged.	1.0
Your mom cares not anymore ever since my brother was born.	0.0
Alright, so we are on the draft network. Of course, you can listen to yesterday's podcast with Joel Marino from the draft Network and we're going to use their predictive board go through four rounds and will be manually picking each Packer pick at 12:30 and the to for second and third as well. So as things go along I am solely scrolling through right now. And the big thing right now is Kyla Marie didn't go number one. and so with our pick We do have Brian Burns out there. Both Iowa tight ends out there DK Metcalf is the currently the highest rated player out there for this one as long with along with Devin Bush.	1.0
Maybe off that Saturday too. That's the Saturday before that's like a week before he three. Yeah. Yeah. Yeah might have to look into that man through true.	1.0
Yeah, so I have another question about your training. So you spend a fair bit of what I know about you spent your run by feel you don't really tape up but and you somewhere along the line you recover. I don't know how so you've obviously got a bit of a Natural disposition or maybe just from years of running until dropping pretty decent base, but do you ever have any major troubles with the engines?	1.0
I'm a long runs and 60 minutes and felt this sharp pain at the fucking before foot. It didn't go away for Around yep, their messages are away and godly fear in the worst.	0.0
Yeah, fake tree decide what you say not a light one. You to say a fake tree your you see, you know, like you say.	0.0
Yeah, but like actual food that we get like once in a while guess it.	1.0
You don't even need to know what you're looking every yeah. Yeah you got gamer do as well.	0.0
I I totally agree and I think it's so yeah like the loose just great and all the places that you need to go to. Later, as you're moving towards the circle is just it's perfect. It just lines itself up. Yeah, we're definitely all right.	1.0
Exactly and I think we can all see that mother nature is more powerful and strong more strong than any of us, you know, you'd allowed and I love hunting and I hunt a lot in the Northwest is if I can and if we have time and you'll see that on certain years when we go elk hunting you'll look in the the cow elk. Have a lot of calves on them and it looks like everything's good. Not the populations good and then the next year, you're like, oh boy. This doesn't look good. I hardly see any cabs and and this and that and I of course there's a there's a whole host of reasons for that. You know, you got the Predators and all that jazz, but then probably some of it is the is the mother. Yeah how well they got bread back by the Bulls, you know, so yeah. Yeah. Yeah a lot of variables that play into it.	0.0
